IntentID,IntentName,Query,Response,Action,InputContent,OutputContent,Lifespan
179,179,SEED TREATMENT FOR BENGAL GRAM ?,SEEDS ARE TREATED WITH 2-2.5 GM THIRUM /1 KG OF SEEDS THEN RHIZOBIUM 25 GM+ PSB 25 GM + 100 GM JAGERY / 1 KG OF SEEDS,,,,
180,180,Attack  Stem Borer SUGARCANE?,Spray Nuvan 15 ml/ 15Lit of Water(Diclorvos 76%)Cheminova,,,,
181,181,ASKED ABOUT FERTILIZER DOSE FOR ONION ?,"You should be do FYM 15-17 tonne /ha. And Nitrogen 100-120 kg. + Phosphorous 50 kg. + Potash 50 kg. And sulphar 25 kg. + Zinc sulphate 5-7 kg. /hacter...

fertilizer dose for onion- urea 1 bag  kilo+ ssp 1 bag + 30 kilo  mop / acre",,,,
182,182,FERTILIZER drenching FOR GROWTH on sugarcane?,FERTILIZER drenching FOR GROWTH on sugarcane-drenching of 19 19 19 3kilo + MICROLLA 300 ML+humic acid-300 mili /200LITERS OF WATER.,,,,
183,183,FARMER ASKED ABOUT MARKET RATE OF onion  ?,MARKET RATE OF onion  -100-1600 RS/QTL,,,,
184,184,FARMER ASKED ABOUT MARKET RATE OF ONION   ?,MARKET RATE OF 400-1500 RS  /QTL,,,,
185,185,ATTACK OF POD BORER ? ???? ???????? ???,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,,,,
186,186,ASKED ABOUT FERTILIZER SPRAY FOR GROWTH?,SPRAY 00 52 34 3 KG + MICROLLA  300 ML /200 LITERS OF WATER,,,,
187,187,Flower Drop? ??? ??,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,,,,
188,188,FARMER ASKED ABOUT MARKET RATE OF ONION?,AVERAGE MARKET RATE OF ONION - 1100 RS/QTL,,,,
189,189,ATTACK OF SUCKING PEST ?,spray (Carbosulfan 25% EC)20 ml/15 liter water.,,,,
190,190,Asking About Weather Forecast?,This Week Weather Is Partly Cloudy & Possibility of light - medium Rainfall.,,,,
191,191,FERTILIZER SPRAY ON guava?,drenching`00 52 34 300 GM /200 Lit of Water.,,,,
192,192,ASKED ABOUT MARKET RATE OF SOYBEAN ?,MARKET RATE OF SOYBEAN -2800-3000 RS/QUINTAL,,,,
193,193,ASKED ABOUT FERTILIZER DOSE FOR COTTON ?,FERTILIZER DOSE FOR COTTON : SPRAY 12 61 00 60 GRAM IN 15 LITER OF WATER,,,,
194,194,ATTACK OF APHIDS on brinjal ?,Spray Admire 5 gm/15 Liter of Water (Imida 70 WP)-Bayer,,,,
195,195,GROWTH ONION ?,SPRAY HUMIC ACID AND 00 52 34 GROWTH OF ONION,,,,
196,196,asked about fertilizer spray on onion,fertilizer spray on onion-you can spray 13:40:13-50 gm / 15 liter of water,,,,
197,197,ASKING ABOUT SPRAYING ON ONOION ?,DRENCHING OF HAMALA 550 40 ML/15 LITERS OF WATER,,,,
198,198,Asked about Increasing size on onion?,Increasing size on onion-Apply of 00:00:50 3kg/acre through drip.,,,,
199,199,ASKED ABOUT ATTACK OF CATERPILLAR ON CUCUMBER AND COW PEA?,Spray Takumi 5 GM /15 liter water (Flubendamide 20%WGD)-Tata Rallis India,,,,
200,200,FERTILIZER SPRAY FOR GROWTH on pigeon pea?,SPRAY 19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER,,,,
201,201,ASKING ABOUT Attack of Fruit Borer ON BEANS ?,Attack of Fruit Borer ON BEANS - Spray Chloropyriphos 30 ml/15 Lit of Water.,,,,
202,202,Asking About Market Rate of onion ?,rahuri Market Rate of onion-  400-1700 rupees/qtl,,,,
203,203,FARMER ASKED ABOUT MARKET RATE OF onion?,MARKET RATE OF onion700-1500- RS/QTL,,,,
204,204,WEED MANAGEMENT IN Sorgam ?,"SPRAY 2,4-d-40 ml/15 liter of water AFTER PLANTING on one month",,,,
205,205,FERTILIZER DOSE FOR onino ?,120 kg urea+320 kg ssp+80 mop/acr,,,,
206,206,FERTILIZER SPRAY ON astor ?,FERTILIZER SPRAY ON astor -SPRAY 19 19 19-60 GM + MICROLLA  30 ML /15 LITERS OF WATER.,,,,
207,207,DRENCHING in astor for wilt?,DRENCHING in astor for wilt-DRAINCHING OF BLUE COPPER 30 GM + HUMIC ACID 30 ML/15 LITER WATER.,,,,
208,208,VARIETIES OF CUCUMBER ?,VARIETIES OF CUCUMBER -HIMANGI PHULE SHUBHANGI POONA KHIRA SHEETAL PRIYA JK- MANALI,,,,
209,209,FERTILIZER SPRAY ?,SPRAY POTASSIUM NITRATE 13 00 45 100 GM +BAVISTIN 30 GM/15 LITERS OF WATER,,,,
210,210,asked about sucking pest attack on onion ?,"Spray Confidor 10 ml /Super Confidor 10 ml /15 litar water (Imidacloprid 17.8 %)

SPRAY 19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER",,,,
211,211,ASKING ABOUT MARKET  RATE OF SOYBEAN ?,MARKET RATE OF  SOYBEAN 2800-3250 RS/QUINTAL,,,,
212,212,ASKED ABOUT FERTILIZER SPRAY ON ONION ?,SPRAY 00 52 34 60 GM /15 Lit of Water.,,,,
213,213,ATTACK OF LEAF MINER ? ??? ??? ????????,Spray Azadirictine 30 ml/15 Lit of Water.,,,,
214,214,asked about fertilizer dose for mango.,apply 200 gram uriya +  singal super phosphate 400 gram /plant,,,,
215,215,fruit drop in coconut ?,fruit drop in coconut = calcium nitrate 40 gm + boron 40 gm / plant,,,,
216,216,FERTILIZER SPRAY  ?,SPRAY 12 61 00 60 GM + MICROLLA 30 ML /15 LITERS OF WATER,,,,
217,217,MARKET RATE OF MAIZE ?,MARKET RATE OF MAIZE = 1100-1336 RS/QTL,,,,
218,218,market information tomato ?,"KOLHAPUR	----	QUINTAL	359	200	1200	700

PUNE-MANJRI	----	QUINTAL	212	500	1000	700

AURANGABAD	----	QUINTAL	169	300	800	550

SANGAMNER	----	QUINTAL	1500	300	900	600",,,,
219,219,VARIETIES OF CHILLI ?,VARIETIES OF CHILLI -PUSA JWALA SANKESHWARI-32 TEJSWINI SITARA PHULE JYOTI PANT C AGNIREKHA,,,,
220,220,ASKING ABOUT SPRAYING ON FENUGRIC?,SPRAY 19 19 19 60 GM + MICROLLA 30 ML /15 LITERS OF WATER,,,,
221,221,Asked about Market rate of cotton?,Market rate of cotton-5500-5825 Rs/qtl.,,,,
222,222,FARMER ASKED ABOUT MARKET RATE of soyabean?,MARKET RATE of soyabean-2000-3225 RS/QTL,,,,
223,223,Attack of White Grub  ON SUGARCANE ?,Drenching of Chloropyriphos 40 ml / 15 lit of water.,,,,
224,224,Asking About Market Rate of Onion ?,Market Rate of Onion 500-2700 rupees/qtl.,,,,
225,225,ASKING ABOUT WEATHER FORECAST ?,"THIS WEEK WEATHER IS CLOUDY LIGHT RAINFALL  CHANCES,",,,,
226,226,FARMER ASKED ABOUT MARKET RATE OF ONION  ?,MARKET RATE OF ONION  -700 2500  RS/QTL,,,,
227,227,FUNGAL ATTACK on onion ?,Spray Tilt 250 EC/15 Lit of Water. (Propiconazole 250 EC) SYNGENTA,,,,
228,228,asked about nutrient for brinjal ?,"nutrient for brinjal - drenching 12 61 00 ,100 gm / 15 liter water",,,,
229,229,Attack of White Fly on brinjaL ?,Spray Ullala 8 gm/15 Lit of Water.UPL,,,,
230,230,ASKING ABOUT VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349,,,,
231,231,"ASKED ABOUT FERTILIZER DOSE FOR ONION ?

ASKED ABOUT ATTACK OF APHIDS ON ONION ?","FERTILIZER DOSE FOR ONION-19:19:19-60 gram + microla-30 mili / 15 liter of water.

Spray Actra 5 gm + Bavistin-30 gram /15 Liter of Water(Thiomithoxom 25%)-Syngenta",,,,
232,232,FARMER ASKED ABOUT MARKET RATE of cotton?,MARKET RATE of cotton-8000-8100 RS/QTL,,,,
233,233,FARMER ASKED ABOUT VARIETIES OF WHEAT ?,"VARIETIES OF WHEAT -NA-N59, MACS1967, NI4539, AKDW2997-16 (Sharad)",,,,
234,234,SEED TREATMENT TO WHEAT ?,SEEDS ARE TREATED WITH 250 GM PSB + 250 GM PSB +150 GM JAGERRY +1 LITRE WATER/ 10 KG OF SEEDS,,,,
235,235,asking about variety of wheat ?,"variety of wheat : sharad , panchavati",,,,
236,236,ASKED ABOUT FERTILIZER DOSE FOR GROWTH ?,00:52:34-60 gram + microla-30 mili / 15 liter water,,,,
237,237,ASKED ABOUT ATTACK WHITE GRUB ON MAIZE?,ATTACK WHITE GRUB ON MAIZE: Humnasur 6 kg/acre(Patil Biotech),,,,
238,238,ASKED ABOUT ATTACK OF THRIPS ON ONION ?,ATTACK OF THRIPS ON ONION : Lancer Gold 51.8 SP 30 GM /15 LITERS OF WATER -(Acephate 50 + Imidacloprid 1.8 SP) UPL,,,,
239,239,asking about ATTACK OF APHIDS on onion  ?,ATTACK OF APHIDS on onion SPRAY- PRIDE 7 GM + Bavistine 30gm / 15 LITERS OF WATER (Acetamiprid 20 %),,,,
240,240,FARMER ASKED ABOUT MARKET RATE of onion?,MARKET RATE of onion-900-2300 RS/QTL,,,,
241,241,ASKING ABOUT CONTROL OF FUNGAL ATTACK ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL,,,,
242,242,ASKED ABOUT Attack Of Thrips ON POMEGRANATE?,Spray Actra 5 Gm+ REDOMIL  GOLD 30 GRAM /15 Liter Of Water(Thiomithoxom 25%)-Syngenta,,,,
243,243,ASKED ABOUT FERTILIZER SPRAYING ON ONION ?,FERTILIZER SPRAYING ON ONION = SPRAY 00:52:34 60 GM / 15 LITER WATER,,,,
244,244,FARMER ASKED ABOUT MARKET RATE of onion ?,MARKET RATE of -RAHATA	---	300	2600	1450  RS/QTL,,,,
245,245,Attack of Wilt?,Drenching Bavistine 30 gm + Humic Acid 30 ml/15 Liter  of Water,,,,
246,246,asking about DRENCHING on chillies ?,DRAINCHING OF BLUE COPPER 30 GM + HUMIC ACID 30 ML/15 LITER WATER,,,,
247,247,asked about fungal attack on pomegranate?,fungal attack on pomegranate: Spray Kavach  7 gm/15 Liter of Water(Chlorothalonil)-Syngenta,,,,
248,248,FERTILIZER SPRAY FOR GROWTH OF ONION?,FERTILIZER SPRAY FOR GROWTH OF ONIONSPRAY 19:19:19-40 GM + MICROLLA 30 ML /15 LITERS OF WATER.,,,,
249,249,FARMER ASKED ATTACK OF POD BORER ON PEGION PEA ?,ASKED ATTACK OF POD BORER ON PEGION PEA SPRAY PROCLAIM 8Gm/15LIT OF WATER(Emamectin Benzoate 5% SG).,,,,
250,250,asked about attack of caterpillar on tur ?,attack of caterpillar on tur - Spray Proclaim 5 gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,,,,
251,251,Asked about Attack of White Grub ?,Drenching of Chloropyriphos 40 ml / 15 lit of water.,,,,
252,252,ASKING ABOUT ATTACK OF APHIDS ON ONION ?,Lancer Gold 51.8 SP 30 GM+m 45 30 gm /15 LITERS OF WATER -(Acephate 50 + Imidacloprid 1.8 SP) UPL,,,,
253,253,FRAMER ASKED ABOUT CONTROL OF ATTACK OF POD BORER ON TUR  ?,CONTROL OF ATTACK OF POD BORER ON TUR  :- Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG),,,,
254,254,asked about attack of sucking pest.,SPRAY ROGAR 15 ML + M-45 30 gm / 15 LITERS OF WATER,,,,
255,255,Fertiliser dose for sugarcane?,apply 1 bag urea + 1 bag ssp + 1 bag mop + 10 kg magnesium suphate +   10 kg zinc sulphate +  10 kg feras sulphate + 5 kg boran + 25 kg Neem cake + humic acid 3  kg/acre,,,,
256,256,FERTILIZER ON ONION ?,"Take 50 kg of nitrogen, 50 kg of phosphorus and 50 kg of potash on canada crop. After this, give 50kg of Nitrogen per hectare in 1 month",,,,
257,257,FRUIT DROP COCONUT  ?,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,,,,
258,258,Asked about Fertilizer dose on onion?,Fertilizer dose on onion-Apply of 19:19:19 3kg/acre through drip.,,,,
259,259,ASKING ABOUT SPRAY FOR FOR FLOWERING 	?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,,,,
260,260,ASKING ABOUT FERTILISER DOSE ON ONION ?,FERTILISER DOSE ON ONION - 19 19 19 60 GM  + MICROLLA 30 ML + BAVISTIN 30 GM/15 LITER WATER,,,,
261,261,asking about ATTACK OF SUCKING PEST on pomegranate ?,ATTACK OF SUCKING PEST on pomegranate - BIO 303 - 22 ML / 15 LITERS OF WATER DAMAN,,,,
262,262,FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROWTH ON MAIZE   ?,FERTILIZER SPRAY FOR GROWTH ON MAIZE - SPRAY 19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER,,,,
263,263,WEED MANAGEMENT IN COTTON ?,SPRAY TERGA WHEAP SUPER/TARGA SUPER (Quizolofop ethyl 5% EC) 20 ML /10 LITERS OF WATER,,,,
264,264,FARMER ASKED ABOUT VARIETIES OF CHILLI ?,VARIETIES OF CHILLI -PUSA JWALA SANKESHWARI-32 TEJSWINI SITARA PHULE JYOTI PANT C AGNIREKHA,,,,
265,265,Asked about Attack of blight on guava?,Spray of Bavistine 30gm/15lit of Water.,,,,
266,266,Asking About Market Rate onion ?,Market Rate of onion 500-1924  rupees/qtl.,,,,
267,267,FERTILIZER DOSE FOR WHEAT ?,APPLICATION OF UREA 2 BAGS(IN 3 SPLIT DOSES 30 DAYS AND 60 DAYS)+ SSP- 125 KG + MOP -35 KG /ACRE,,,,
268,268,Asking About Market Rate Onion ?,Onion Market Rate 100-2300 rupees/qtl.,,,,
269,269,Attack of Fruit Borer in brinjal?,Fruit Borer in brinjal-Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,,,,
270,270,Attack of White Grub OF TUR ?,Humnasur 6 kg/acre(Patil Biotech),,,,
271,271,ASKING ABOUT FERTILIZER SPRAY ON ONION ?,SPRAY POTASSIUM NITRATE 13 00 45 60 GM /15 LITERS OF WATER AND APPLICATION OF UREA 30 KG /ACR,,,,
272,272,ASKING ABOUT CONTROLL OF BLIGHT ATTACK on onion?,CONTROLL OF BLIGHT ATTACK on onion-Spray Blue copper -30 gm/15 lit water.(COPPER OXYCHLORIDE 50% WP)  SYNGENTA,,,,
273,273,FARMER ASKED VARIETIES OF BRINJAL ?,"VARIETIES OF BRINJAL -MANJARI GOTA VAISHALI PRAGATI ARUNA KRUSHNA ARJUN GAURAV , Nirmal 404 (Atul ),",,,,
274,274,FARMER ASKED ABOUT BLIGHT ATTACK ON ONION ?,BLIGHT ATTACK ON ONION - Spray Actra 5 gm + m-45 30 gm /15 Liter of Water(Thiomithoxom 25%),,,,
275,275,Attack of Fruit Borer ?,Spray Profex super 30 ml/15 liter water.( Profenofos 40% + Cypermethrin4% )Nagarjuna,,,,
276,276,PREPARATION OF JIVAMRUT?,For preparation of jivamrut use 10 kg cow dung + 10 liter cow urine + 2 kg flour mill  + 2 kg jaggary + 200 liter water skake well morning and evening till 4 -6 days.,,,,
277,277,ASKED ABOUT WEED MANAGEMENT IN ONION ?,SPRAY GOAL 20 ML / 15 LITERS OF WATER 21 DAYS AFTER TRANSPLANTING,,,,
278,278,ATTACK OF LEAF EATING CATERPILLAR on pigeonpea?,LEAF EATING CATERPILLAR on pigeonpea-Spray Takumi 5 GM /15 liter water (Flubendamide 20%WGD)-Tata Rallis India,,,,
279,279,asked about attack of catterpiller on banana ?,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,,,,
280,280,ASKED ABOUT MARKET RATE OF COTTON ?,MARKET RATE OF COTTON  -5700-6030 RS/QUINTAL,,,,
281,281,ASKED ABOUT ATTACK WHITE GRUB ON GUAVA?,Spray Chloropyriphos 30 ml/15 Lit of Water.,,,,
282,282,COCONUT VARIETTY,"West Coast Toll (Banwali) - Every tree grown with an average yield of 80 to 100 fruits.

Lakshadweep Ordinary (Chandrakalpa) - A full grown tree yields an average of 150 fruits.

Pratap - The size of coconut is medium, round and the tree sprouts in six to seven years. 150 grams of coconut from this kind of tree.

Filipino Ordinary - Coconut is very big in size. Coconut has an average production of 105 coconut.

Crouch

Orange darf, green darf and yellow dahl are strained from color. Orange Dart is the best way to go for the caste.",,,,
283,283,Asked about Fertilizer spray?,Spray of bavistin 30gm + microlla 30ml/15 liter water.,,,,
284,284,VARIETIES OF CUSTARD APPLE ?,VARIETIES OF CUSTARD APPLE -BALANAGAR ARKA SAHAN TP-7 DAULATABAD DHARUR-6 PHULE PURANDAR,,,,
285,285,spray FOR FLOWERING in pigeon pea?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,,,,
286,286,asked about fertilizer dose for onion ?,fertilizer dose for onion- you can apply 10 26 26 - 1 bag + 5 kg gandhak / acre,,,,
287,287,ASKING ABOUT MARKET  RATE OF  ONION ?,MARKET RATE OF ONION OF RAHURI-  200-1700 RS/QUINTAL,,,,
288,288,SOWING SEASON OF SOYABEAN ?,Sowing season of soyabean period June to july,,,,
289,289,ASKED ABOUT SEED TREATMENT FOR BENGAL GRAM ?,SEEDS ARE TREATED WITH 2-2.5 GM THIRUM /1 KG OF SEEDS THEN RHIZOBIUM 25 GM+ PSB 25 GM + 100 GM JAGERY / 1 KG OF SEEDS,,,,
290,290,Attack of Thrips on onion ?,Spray Regent 20 ml/15 liter water(Fipronil 5 SC)-.BAYER CROP SCIENCE,,,,
291,291,GROWTH?,00:00:50 60 GM + MICROLA 30 ML /15 LITER WATER,,,,
292,292,asked about fertilizer dose of onion?,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,,,,
293,293,ASKED ABOUT ATTACK OF WHITE FLY ON BRINJAL ?,ATTACK OF WHITE FLY ON BRINJAL : Spray Ullala 8 gm/15 Lit of Water.UPL,,,,
294,294,CALL CAME FROM MAHARASHTRA,CALL CAME FROM MAHARASHTRA,,,,
295,295,asked about water management,"After harvesting of onion it is ready for harvesting from 3 to 4.5 months. The onion layer of yellow onion grows yellow in yellow and yellow onion. This is called breaking the neck. After degradation of 60 to 75 percent, consider that the onion extract has matured. The kadali breeders should loose the surrounding lands and take out the onions. After 4 to 5 days after harvest, onion powder should be kept in the farm in small dhagy form. Then cut the onion and mud. Cut off the stomach by placing a stalk of 3 to 4 cm in length. After that, onion should be dry in the shade 4 to 5 days",,,,
296,296,asked about fruit drop on coconut,"5 percent nymphole 5 minutes for pest control Ltd Or economy plus 10 min. Ltd Equally mixed with water should be given thrice in a year during April to May, October to November, January to February. Do not remove the coconut for 45 days after giving the medicine, and also give 10 kg neem cake, zinc, boron, molybdenum and copper 200 gm per plant per year.",,,,
297,297,FERTILIZER SPRAY for omion?,SPRAY 00 52 34  60 GM /15 Lit of Water.,,,,
298,298,Asked about Fertilizer spray of onion?,Fertilizer spray of onion-Spray of 00:00:50 60gm /15 Liter of  Water.,,,,
299,299,FARMER ASKED ABOUT MARKET RATE OF COTTON ?,"MARKET RATE OF COTTON - 5500,	5500,	5500 RS/QTL",,,,
300,300,asking about variety of wheat  ?,"variety of wheat N 59,MACS 1967,NI4539,",,,,
301,301,ATTACK Papaya ring spot virus ?,Spray solution of sulfur mixed with 2 kg of water in 500 liters of water should be done on the spacing of 15 days or Harmony 200 to 250 ml 100 liters per week. Spraying in the water.,,,,
302,302,FERTILIZER SPRAY FOR GROWTH OF ONION ?,SPRAY FOR GROWTH OF ONION  SPRAY 19 19 19 40 GM + MICROLLA 30 ML + HUMIC ACID 30 ML /15 LITERS OF WATER,,,,
303,303,Attack of Thrips ?,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,,,,
304,304,"Attack of Aphids,Thrips and Jassids ON onion ?",Spray Actra 5 gm + m-45-40 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,,,,
305,305,ASKING ABOUT SPRAY FOR CONTROLLING FRUIT DROP IN LEMON ?,Spray Plano fix 4 ml/15 Lit of Water FOR FRUIT DROP IN LEMON..(NAA),,,,
306,306,"ASKING ABOUT ATTACK OF THRIPS , APHIDS , JASSIDS on onion  ?","ATTACK OF THRIPS , APHIDS , JASSIDS on onion  - Spray super confidor 04 ml /15 liter of water(Imida 17.8 sl)-Bayer",,,,
307,307,ASKING ABOUT MARKET RATE OF GARLIC ?,MARKET RATE OF GARLIC -2000   RUPEES/QTL,,,,
308,308,asking about plantation of mint ?,mint-Rooted stem cuttings are planted in beds at 40 x 40 cm spacing during June - July.,,,,
309,309,Attack Red Mites ?,Spray Oberon 15 ml / 15Lit of Water.(Spiromesifen) BAYER CROP SCIENCE,,,,
310,310,ASKING ABOUT ATTACK OF SUCKING PEST IN BITTER GOURD?,ATTACK OF SUCKING PEST IN BITTER GOURD - Spray Actra 5 gm /15 liter of water.,,,,
311,311,asking about market rate of onion ?,market rate of onion-300-2000 rs/qtl,,,,
312,312,FARMER ASKED ABOUT MARKET RATE OF cotton,MARKET RATE OF cotton- 5500-5850  RS/QTL,,,,
313,313,Asking About Market Rate of ONION in LASALGAON	market?,"In LASALGAON market -

TODAY Market Rate of ONION -Minimum- 500 rupees/qtl and maximum - 2000 rupees/qtl",,,,
314,314,farmer asked about blight attack on papaya?,blight attack on papaya-tricoderma viride-25 gram/15 litre of water.,,,,
315,315,FERTILIZER DOSE FOR JAMUN ?,FERTILIZER DOSE FOR JAMUN = APPLICATION OF COWDUNK + 250 GM UREA + 250 GM SSP +HUMIC ACID 50 ML/PLANT,,,,
316,316,CALL FROM MAHARASHTRA,CALL FROM MAHARASHTRA,,,,
317,317,FERTILIZER SPRAY ON TURMERIC ?,SPRAY 00 52 34 60 GM /15 Lit of Water.,,,,
318,318,ASKED ABOUT ATTACK OF CATERPILLER ON OKRA?,Spray Chloropyriphos 30 ml/15 Lit of Water.,,,,
319,319,FERTILIZER SPRAY FOR GROWTH GUINEA GRASS ?,SPRAY 19 19 19 40 GM /15 LITERS OF WATER,,,,
320,320,Disconnected call,Disconnected call,,,,
321,321,FARMER ASKING ABOUT VARIETIES OF CORIANDER ?,VARIETIES OF CORIANDER  -SUGANDHA SUDHA NO-65 V-1 V-2 CO -1 D-92 D-94 WAI DHANA JALGAON DHANA,,,,
322,322,asked about nutrient for onion ?,nutrient for onion - application of (10 26 26 + urea ) 2 bag / ekar,,,,
323,323,farmer want to know information about Varieties of pea ?,"recommended for Ooty 1, Bonneville, Arkel and Azad are the popular varieties under cultivation.",,,,
324,324,farmewr want to know about information for mustard variety ?,"Mustard:

Navagold (yellow mustard)

Jawahar Mustards-2



Jawahar Mustard-3



Raj Vijay Mustards-2",,,,
325,325,farmer want to know information about seed treatment of gram?,recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed,,,,
326,326,farmers query about varieties of wheat.,janak hd 1981,,,,
327,327,farmer want to know information about seed treatment of Gram ?,"Seed Treatment - For Disease Control: 1. Treat the seeds per kg with a mixture of 2 gram thiram 1 gm carbendazim to protect crop from urine and root rot. Or

2. Treat beta wax with 2 grams / kg.",,,,
328,328,farmer want to know information about Varieties of pea crop?,"recommended for Ooty 1, Bonneville, Arkel and Azad are the popular varieties under cultivation.",,,,
329,329,farmer want to know information about varieties of bengal gram gram?,"recommended for varieties of gram Bharti (I C C V 10), Jawahar 74 gram, 218 gram Precious Stone, Victory, Jawahar 322 gram,Jawahar gram 11 gram 130 Jawahar, Jawahar gram 16 gram 315 Jawahar, B G D 72, Zaki -9 218 101 are the popular varieties under cultivation",,,,
330,330,farmer want to know information about how to control sucking pest in mustard crop?,recommended for to control sucking pest  Spray dimethoate 30 EC 500 ml/ha,,,,
331,331,farmer want to know information about varieties of irrigated wheat?,"recommended for   varieties of irrigated wheat M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation",,,,
332,332,Farmer needs information regarding for dist. Of state madhya pradesh?,According to metrology department of india there is no chance of rainfall for next week for dist,,,,
333,333,farmer want to know information about Varieties of mustard?,"recommended for Varieties of mustard JM-1 ,Swarn jyoti, basundhra,RGL-73,Pusa bold are the popular varieties under cultivation.",,,,
334,334,farmer want to know information about seed treatment of bengal gram crop?,recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed,,,,
335,335,Farmer wants to know information about varieties of nonirrigated wheat?,"Recommended for varieties of nonirrigated wheat j.. W..'s. - 17, sujata h. W. 2004 hi 1500 mp 3020, c-306,hd-4672, hi 8627 are the popular varieties under cultivation",,,,
336,336,Farmer need information regarding control measures of blast disease in paddy crop?,propiconazol 20-25 ml per pump and steptrocyclin 2 to 3 gram per pump,,,,
337,337,farmer want to know information about varieties of gram?,"recommended for varieties of gram Bharti (I C C V 10), Jawahar 74 gram, 218 gram Precious Stone, Victory, Jawahar 322 gram,Jawahar gram 11 gram 130 Jawahar, Jawahar gram 16 gram 315 Jawahar, B G D 72, Zaki -9 218 101 are the popular varieties under cultivation",,,,
338,338,farmer want to know sowing time in musard ?,"Kisan Bhai You are sowing the mustard of the mustard irrigated area

   October 10 to October 30 Bidar 4.5-5 kg each ha",,,,
339,339,Query about weather information for irrigation,"Weather forecast for thursday, friday, saturday, sunday and monday would be partly cloudy weather but there is no chances of rainfall.",,,,
